N,n,MI
28,8,0.46693569
23,5,0.108728775
16,9,0.584692848
7,8,2.42802961
21,3,0.041190937
38,13,0.672204865
11,10,0.609737188
18,7,0.349636605
32,6,0.762985457
46,11,0.268095401
37,16,1.015621496
29,3,0.129980487
43,15,0.704695456
7,9,0.882097966
35,20,0.473756883
32,16,0.33337
37,1,0.116455538
36,19,0.476614827
17,10,1.792107448
41,4,0.024610904
23,13,0.900004968
29,9,0.920811333
25,19,0.748201908
46,1,0.029029911
8,7,0.37600357
13,7,2.30213707
22,12,1.67524854
6,4,1.751154107
26,9,0.146267226
4,20,10.59459269
43,15,0.193549729
48,4,0.321602354
16,19,3.55452608
37,6,0.522450227
19,4,0.214532849
41,12,0.602378755
6,4,1.597519146
2,2,0.681213332
43,19,0.718201695
11,8,0.893840479
33,7,0.459069938
37,2,0.075496387
11,3,0.070058934
10,5,1.352075769
40,15,0.613331458
38,2,0.030021045
12,17,1.757220056
25,1,0.321828637
5,4,0.457667862
30,5,0.14328934
3,10,4.141072656
8,12,2.875514041
44,13,0.258016218
31,2,0.133941281
26,12,0.628854359
12,4,0.190233354
34,17,1.468488469
49,8,0.252576196
18,13,1.172575953
43,15,0.383938247
5,13,4.260623237
42,17,0.459227862
40,16,0.408318418
14,20,3.524170022
31,14,0.535138829
7,2,0.053511049
39,9,0.535340282
18,15,1.553002334
14,7,0.609419841
16,2,0.423837948
24,20,1.666995954
15,8,0.17144888
28,10,0.515326577
37,13,0.700615215
32,5,0.031596325
44,20,0.736342016
31,6,0.795557923
50,16,0.28308069
47,7,0.093042102
16,4,0.148152927
26,3,0.355730655
37,14,1.164812861
32,1,0.039570288
12,1,0.150871381
50,17,0.232932222
3,5,3.983823414
17,6,0.103988735
32,8,0.257676655
28,16,1.221275861
37,12,0.908013137
48,10,0.414741012
37,3,0.109827767
4,1,0.015264786
45,19,0.287610044
45,17,0.205361249
27,17,0.202833928
30,17,0.882614423
15,8,0.330482408
2,13,13.71325577
40,15,0.416314211
10,5,0.523332991
26,8,0.842212051
13,20,3.5409398
9,9,0.971979192
38,6,0.13756145
15,8,0.812219849
41,3,0.034936558
37,4,0.058861582
36,8,0.278230709
7,6,0.635588724
27,8,0.28536066
10,11,0.680977063
29,2,0.040660801
13,6,0.359492726
4,3,1.794467145
27,3,0.100054955
17,10,0.344292144
47,5,0.07832518
5,16,4.587069937
34,8,0.42539088
8,1,0.079377717
45,5,0.547259952
24,12,0.605882655
23,5,0.189285163
43,14,0.203898676
27,14,0.666330502
21,15,1.82335236
27,16,0.468846663
31,17,0.177452635
20,8,0.643057248
20,3,0.100705471
28,18,0.287452348
31,12,0.262481505
27,19,0.332389804
4,9,5.993431869
39,13,0.172451561
46,12,0.184844776
17,3,0.393201132
5,13,1.929090212
13,13,1.996325746
11,9,0.977988641
3,13,2.093151926
7,19,2.530496043
46,7,0.072845478
40,4,0.179658555
41,5,0.172399928
18,1,0.101293716
38,10,0.430438641
12,20,2.591695786
31,13,1.366255156
13,5,0.296093033
2,3,2.93220493
33,20,0.260992304
41,13,0.048856289
14,3,0.109003768
49,8,0.045051415
46,19,0.358568925
28,2,0.014291887
28,9,0.404017406
37,20,1.474646065
7,4,1.981897085
43,5,0.365285231
47,17,0.60627644
34,12,1.680353583
40,15,0.858175817
8,4,0.74144084
30,7,0.689150479
30,6,0.246785738
29,2,0.010324452
23,17,0.899283063
16,13,1.438276005
48,16,1.298199585
21,17,0.350831996
48,5,0.057106354
23,10,1.208398173
30,12,0.22417711
12,10,0.623072373
44,2,0.026615505
36,4,0.248543434
34,18,1.128956357
17,14,1.146390992
40,16,1.399886343
46,2,0.028013401
47,18,0.277272932
45,5,0.160351104
45,20,0.305281981
11,5,1.180029386
20,9,0.184985951
23,14,0.815696399
28,2,0.467818444
29,12,0.179245813
33,7,0.053757934
11,18,1.324052839
36,9,0.171517417
28,1,0.068371836
32,14,0.496486615
42,3,0.204902416
6,15,3.783842628
49,3,0.035054723
43,20,0.772835526
43,7,0.218251019
28,15,1.149606731
10,11,0.564412856
44,2,0.230202127
40,15,0.734726335
16,7,0.32665362
45,11,0.554987045
20,3,0.103861662
23,17,2.469823997
33,2,0.121809419
50,13,0.097696588
31,9,0.106967036
2,1,0.324415586
24,13,1.026770184
4,6,2.541650455
39,7,0.066001609
50,16,0.154282134
40,6,0.084719689
12,18,0.40345687
16,15,0.374031109
4,1,0.224332188
25,17,2.275681165
13,7,0.935578479
38,11,0.228052772
10,13,2.557432831
33,18,0.72956358
42,13,0.684185005
38,11,0.097832583
3,12,3.466643762
29,1,0.060092921
49,4,0.111617364
30,6,0.461036455
15,11,1.358147778
11,6,0.114744089
21,20,0.426079032
21,17,0.547311688
21,3,0.026792266
42,8,0.26172219
39,19,0.98613956
36,1,0.011734774
12,13,1.033211194
15,4,0.226466262
45,12,0.566882805
14,16,0.927817974
26,12,0.26728924
15,18,2.029342992
49,11,0.077920029
10,14,1.305075089
20,12,0.537714343
17,11,0.754930386
19,5,0.093723512
35,18,0.674868683
33,16,0.940223418
37,13,1.478798461
37,8,0.238471455
29,10,0.192539784
16,11,1.808454587
2,5,3.150348734
35,8,0.387198724
10,20,1.772508495
35,1,0.033442884
7,10,4.437358493
50,16,0.21399243
34,19,0.572457157
36,15,1.460054859
15,7,0.754047842
36,17,0.110622206
28,19,0.273043703
36,4,0.054454157
18,5,0.445730049
15,11,0.444680717
13,13,2.116937175
34,20,0.354574632
25,4,0.577338161
25,7,0.557586752
7,8,0.217636614
28,7,1.058044507
50,18,0.463882379
2,7,2.328185169
11,8,0.899387273
5,5,1.511379149
12,15,1.623158238
30,20,1.168599793
12,6,0.742628702
3,9,5.809369923
24,18,0.721619217
23,6,0.215133375
21,19,0.86186706
40,12,0.255227135
29,19,2.127090269
41,4,0.159151501
24,20,2.047068533
13,15,1.731647903
7,11,3.671565852
18,12,1.097132728
40,4,0.102558713
45,19,0.608096612
15,4,0.143429272
27,17,1.260355373
30,19,0.718915922
20,20,1.24629622
23,2,0.045037546
28,18,1.125060626
36,2,0.153997411
30,9,0.467306381
26,2,0.10483066
42,15,0.483835644
45,2,0.025317561
13,17,1.103710212
46,16,0.29750912
45,19,0.491865531
2,5,1.502934437
48,5,0.086821392
35,9,0.181629399
25,12,0.235292623
21,14,0.654328879
6,8,0.570193603
20,9,0.972617109
49,9,0.64258556
19,2,0.121973839
19,6,0.405739145
6,5,1.039930318
46,8,0.118129284
31,3,0.148338053
44,4,0.191932777
20,7,0.311128657
20,14,0.622401255
38,4,0.356960861
35,3,0.01898341
20,2,0.148300158
21,6,0.210028675
19,20,0.088486424
30,15,0.665943883
44,5,0.21920992
6,8,1.871905116
41,5,0.044373088
30,4,0.051783668
26,3,0.169594215
46,10,0.112581341
47,17,0.1453091
19,18,1.939912595
13,11,0.963761643
37,19,0.923377192
40,7,0.116006905
22,7,0.236655985
33,10,0.231209686
47,15,0.177878541
36,4,0.063803453
18,4,0.882373848
41,14,0.972333086
6,16,2.058135245
31,18,0.612384482
5,10,4.073817272
43,3,0.026750648
18,16,0.658174547
34,4,0.05138015
18,4,0.109916118
28,17,0.906683735
24,8,0.650301288
33,14,0.388932351
13,1,0.184653915
40,11,0.639186579
26,14,0.860492184
22,10,1.320776803
16,14,0.209631255
32,1,0.058822993
40,12,0.093849164
29,16,0.878968527
19,3,0.492898908
17,13,3.805758687
37,3,0.023427364
43,5,0.066599957
41,14,0.072409598
26,12,0.357507279
45,10,0.91143181
30,2,0.043903084
17,19,0.71160272
42,12,0.566179033
13,10,0.942529215
4,3,0.665754366
40,2,0.105445368
42,8,0.328024354
9,18,2.781723303
45,8,0.335770686
6,13,1.59347417
21,12,1.449362569
6,18,2.252328534
5,13,8.062794225
19,12,0.760494862
21,12,1.222440174
46,6,0.316735364
26,19,2.074619086
20,11,0.611222171
45,12,0.444831043
19,12,1.239333555
25,20,0.422953164
13,14,4.09296083
14,11,1.726701086
9,7,0.936340888
25,18,1.917950881
25,5,0.376220531
23,6,0.440826044
30,12,1.168434217
46,8,0.222792314
36,2,0.026576173
49,20,1.166791462
16,17,0.378761622
8,12,3.400270899
34,11,0.596870335
18,8,1.115432903
15,14,0.834373842
6,17,2.644066497
27,8,0.486116463
26,19,0.793872009
25,14,0.940178314
12,8,0.159622162
3,4,2.299638735
40,14,0.519117253
47,9,0.323436988
44,14,0.137211574
47,9,0.209820202
29,15,0.189999497
27,17,0.12539618
33,5,0.360615393
5,14,8.696232795
38,7,0.117270654
13,18,1.136713254
41,9,0.406944556
2,4,1.11316464
39,15,0.066230512
39,6,0.372282624
50,3,0.153408292
8,13,1.241118815
46,13,0.977904149
45,7,0.107341062
4,12,3.061120719
4,11,2.60969449
19,14,1.243315589
40,8,0.96541668
3,9,6.390183496
23,8,0.243277844
36,19,0.875647759
9,17,3.846363399
21,14,0.653719007
24,12,0.313800677
27,15,1.519258703
32,1,0.154101364
13,9,0.822157702
8,11,2.900353323
27,9,0.143174901
12,6,0.246988996
9,4,1.218214693
47,15,0.076430348
15,16,2.441703269
2,4,3.58790096
39,12,0.867474725
28,1,0.015120516
2,8,5.599709137
11,11,0.900587661
11,8,0.394450145
12,16,1.773256102
31,9,0.697716829
43,5,0.303365895
44,11,0.25040337
17,2,0.702492464
31,11,0.589132394
37,9,0.131803973
42,7,0.194061787
21,10,0.129879205
17,10,0.937851858
17,11,0.53159253
20,19,0.452230555
18,14,0.299292072
49,2,0.129775356
25,18,1.031224388
33,14,0.931009174
14,3,0.320328449
18,17,0.964598792
41,4,0.172546463
50,18,0.195695629
16,2,0.074853294
22,13,0.770733282
46,14,0.115846994
13,10,1.890866747
5,6,1.097782591
25,17,1.500065233
43,2,0.112974712
24,1,0.035772647
8,13,2.41504083
41,7,0.040247968
13,19,1.861751445
6,6,0.976557229
27,15,0.214545915
32,17,1.263793893
41,12,0.414526307
48,20,0.434094806
45,4,0.198096195
4,12,6.757897789
49,16,0.686405444
6,2,1.472982127
22,12,1.205653845
43,9,0.183725418
14,6,0.927924199
7,9,0.212386412
19,6,0.207989896
34,9,0.278684703
14,2,0.290538584
45,11,0.139530723
19,12,1.140818121
38,18,1.760950444
6,17,4.881854334
32,9,0.920632843
41,17,0.623122994
18,8,0.723424908
4,13,2.09666136
27,19,1.060226437
12,16,1.667821824
26,12,0.079472867
11,4,0.767538153
16,20,1.987011133
44,19,0.368535959
5,3,0.948297669
36,17,0.266729287
39,16,0.505254652
32,7,0.597192637
44,2,0.034199514
3,3,2.92288758
26,3,0.015061902
4,1,0.01866928
48,14,0.31810059
47,18,0.211275148
23,18,0.684179338
8,17,4.482498066
4,18,3.793664699
46,19,1.106083527
42,2,0.105659989
47,2,0.097383425
7,18,4.010783437
32,3,0.049008492
38,15,0.155317674
50,1,0.053010385
10,11,0.831357148
24,11,0.723388866
38,18,0.242409436
40,2,0.008689027
25,8,0.122845104
33,7,0.106490815
34,11,0.24776141
44,1,0.003812903
37,12,0.7333742
45,20,0.426875761
39,13,0.751926696
7,15,3.755880825
21,13,0.569151518
32,1,0.015085024
4,12,6.2341014
35,11,0.417886373
40,9,0.222573395
35,20,1.277615257
32,1,0.029615273
39,17,0.085909225
23,9,0.919546585
40,6,0.163946172
6,9,3.600666545
16,1,0.054508124
6,7,2.957634955
50,18,0.458078646
29,15,0.846072587
20,5,0.364750794
26,13,1.199515364
49,9,0.542199486
49,8,0.51692747
26,9,0.107105188
12,19,3.58712211
30,13,0.298460562
30,14,0.965929619
18,4,0.502250261
24,6,0.819874698
26,12,0.282278008
12,10,0.409341945
4,8,4.416878551
35,9,0.277125445
48,6,0.163320074
30,4,0.125027341
46,19,0.187187113
50,5,0.050018608
8,8,2.417532158
15,3,0.224176228
28,13,0.675345662
19,11,0.528332617
8,14,1.276984016
41,5,0.10892331
14,7,1.698374023
24,13,1.129055485
9,8,2.071597005
6,13,1.159273433
43,1,0.092574234
18,4,0.150924119
31,9,0.261079465
13,12,2.361712307
38,13,0.392713406
24,4,0.338492166
17,16,0.661475379
45,9,0.064895245
8,2,0.219412415
9,3,0.069667235
23,1,0.002750897
23,8,0.134631734
17,2,0.143307759
19,2,0.283975752
13,15,2.352713831
2,16,24.17772245
10,7,1.099440225
6,17,0.987980164
37,2,0.213059362
31,13,0.942500552
30,10,0.975581676
35,10,0.132005698
17,18,0.584697477
2,8,2.728265215
41,14,1.253657028
50,12,0.412982937
2,10,6.696689058
29,10,0.336627375
2,18,55.93139104
32,20,0.837212233
5,3,1.659331335
5,1,0.049213566
8,5,0.805539612
16,10,0.275091045
27,10,0.274585578
3,15,12.46802148
38,12,0.183408454
33,6,0.125088159
15,7,0.23328233
48,4,0.020504894
22,4,0.102495516
10,18,2.255741781
14,17,3.035192602
26,2,0.099684344
44,8,0.605407389
11,6,0.22304824
8,6,1.819672344
15,13,0.906362242
33,6,0.57891104
17,19,0.988471998
22,12,0.38770406
42,8,0.09890913
17,3,0.101285611
25,6,0.295821013
31,7,0.119079628
28,10,0.323662249
46,7,0.244516471
45,14,0.08867881
33,8,0.124229219
27,1,0.088747329
40,9,0.794643096
29,20,0.899493651
50,1,0.00796412
12,20,0.927376795
5,18,3.523003207
10,2,0.197722393
25,15,0.168930271
23,2,0.168221653
42,19,0.954620325
14,3,0.393020534
42,13,0.095075351
50,11,0.060575678
11,9,1.812289494
40,13,0.125936535
37,9,0.445196777
8,19,0.679451072
20,9,0.699151292
2,10,8.205872889
34,20,0.483224079
20,17,0.530194918
36,16,1.422553636
34,20,0.890306542
45,1,0.023391762
3,5,0.913190382
30,6,0.137308065
10,4,1.311965836
21,10,1.161831546
38,5,0.217284797
46,2,0.085541979
41,1,0.004737154
49,3,0.131539033
34,18,0.284153133
30,10,0.258902014
10,5,0.896388068
12,10,0.369187423
34,4,0.274748643
4,12,6.703602556
20,18,0.825669214
3,4,2.654491582
26,12,0.432822253
17,8,1.172468194
45,17,0.264273031
45,3,0.017741442
30,5,0.230091044
45,20,0.396871725
18,4,0.271440013
47,10,0.510213566
9,2,0.188448274
37,3,0.008686188
3,11,5.163549591
35,12,0.639302414
6,4,0.581621085
42,8,0.483183981
47,19,0.336909447
31,11,0.065518814
15,14,0.494170132
43,14,0.059564278
18,10,0.346743529
18,9,0.576379038
46,14,0.729503614
3,3,0.232236802
18,18,1.212946905
27,4,0.20809515
22,13,0.914836713
42,16,0.275437079
14,19,2.599553332
18,7,0.288466679
20,14,0.435608172
9,15,4.406980134
50,1,0.003115346
8,18,5.152206698
37,7,0.302148527
31,9,0.127910348
44,3,0.014515283
33,9,0.271943972
29,9,0.519532097
37,7,0.35674372
12,3,0.125156676
46,8,0.539880235
10,8,1.646800707
11,8,0.787041446
41,12,0.088063588
4,16,8.976363059
43,19,0.412470599
37,5,0.068378328
9,14,2.63907901
31,8,0.392462435
5,3,0.662167427
21,18,0.599351745
17,1,0.117131013
11,10,1.920464816
5,4,0.507786152
6,19,5.917551466
24,15,0.942300212
3,15,7.257963846
28,15,0.245059928
7,16,2.04576547
31,14,0.824113917
6,8,1.381950319
18,19,2.140915521
10,16,1.292249906
11,4,1.182487728
34,15,0.955762332
24,9,0.159164805
45,5,0.026981894
29,10,0.120709925
13,1,0.037926252
21,5,0.148878656
45,4,0.266756999
29,6,0.052739632
31,3,0.133777712
44,10,0.426524013
13,9,0.507996054
45,3,0.073734875
18,20,0.991061705
46,12,0.209250405
26,10,0.292508816
31,9,0.457665559
26,12,0.204976188
11,5,0.093083637
23,6,0.277476267
41,1,0.010153787
22,14,1.287227263
19,5,0.592385767
2,5,2.841613212
27,14,0.53373579
6,5,1.943671211
23,18,1.714870185
2,13,15.35981638
37,12,0.205138316
18,9,0.713131775
2,16,15.99564429
35,14,0.779600352
12,16,2.495078008
3,18,5.583878962
37,10,0.396968158
7,1,0.489490345
42,17,0.593100393
29,16,2.227265399
20,15,0.728373653
21,11,1.869579929
34,8,0.093077893
25,8,0.142023722
22,13,1.247508115
11,11,0.95845319
11,19,3.000445034
18,7,0.41213485
44,18,0.770503574
48,7,0.066010813
14,5,0.189709691
32,5,0.206713358
7,13,5.697625644
25,8,0.015090612
47,1,0.014899762
10,12,1.951692131
49,6,0.06154034
27,12,0.884588736
11,1,0.03132919
37,3,0.070916338
49,11,1.160874705
39,6,0.24785593
32,3,0.084149123
48,4,0.031207982
3,11,5.37990413
10,1,0.157646021
19,5,0.447927295
12,3,0.325067581
18,11,0.241903415
15,19,1.862978926
41,14,0.195970012
14,7,0.975689449
28,1,0.002675014
29,13,0.450254773
18,4,0.378002135
18,4,0.308206939
15,6,0.182939216
43,4,0.053953529
39,20,0.324150659
14,11,1.697399676
45,15,0.567981597
39,12,0.193750095
4,19,6.295135094
49,1,0.035957646
33,6,0.098784954
15,2,0.128269371
31,10,1.199434019
48,12,0.403876953
33,6,0.575126563
24,5,0.089284629
14,12,2.095046324
17,16,1.692723534
42,6,0.342710225
16,9,0.499837666
42,8,0.432494635
22,15,0.43693676
36,5,0.072052145
8,14,1.398135837
12,20,0.551182457
47,1,0.019078624
33,3,0.059297948
40,8,0.160726033
34,4,0.044397394
49,13,0.643896876
45,3,0.247027152
4,10,0.862246206
47,10,0.257166976
40,15,0.513705334
27,20,0.277614533
2,6,4.501800203
23,19,0.553200543
26,6,0.079081971
46,2,0.039902714
40,6,0.032449068
29,7,0.711319295
34,18,0.519907777
34,14,0.733416252
7,15,1.169665522
4,10,1.277243276
44,1,0.005465814
48,12,0.433123212
20,4,0.213078347
15,20,3.196037063
46,5,0.14346732
48,20,2.142233366
39,3,0.063459247
19,7,0.26512929
41,12,0.492529908
34,17,0.959058954
35,3,0.147036883
44,3,0.035231928
44,10,0.319222235
7,11,4.694934718
15,6,0.720362757
10,18,0.575618574
44,14,0.861260938
30,14,0.542790666
13,17,3.103539536
25,14,2.192492609
48,6,0.122639379
26,19,0.363583436
5,4,2.174133506
49,12,0.103018009
34,8,0.620737911
40,9,0.256783903
41,5,0.101850968
14,18,1.100780821
26,10,0.165128417
33,2,0.236498063
2,1,0.876387921
13,17,1.979978876
46,11,0.50843017
39,16,1.543061619
6,16,4.018263928
5,13,1.627895426
49,2,0.033895751
25,17,0.45427505
40,6,0.341022989
21,7,0.444172562
15,13,0.868800295
45,10,0.486701594
14,6,0.531431297
8,15,6.829426789
29,14,0.190281159
6,7,2.665740126
6,14,2.86381675
16,4,0.13139245
33,12,0.149714877
8,10,0.99837941
10,6,1.071220404
6,20,12.12750133
39,8,0.103714078
7,12,1.474587579
22,15,0.225570961
49,18,0.468643433
22,18,0.690675249
11,7,0.344641619
19,8,0.642615729
47,5,0.3583864
49,12,0.182548129
15,8,2.105416681
3,14,6.824165573
40,3,0.136683972
15,3,0.224634747
50,11,0.226156851
38,17,1.261684834
46,16,0.993320728
28,19,0.669222644
24,5,0.081864468
27,11,0.203679623
17,6,0.140129472
35,6,0.65325277
14,6,0.727579435
13,10,1.967972973
9,15,0.452584018
50,10,0.124255192
11,6,0.897280583
30,3,0.21928289
20,9,0.415683145
25,20,1.612467119
35,7,0.115125578
41,3,0.029954927
7,7,2.272830476
5,11,2.072467823
37,11,0.988858891
5,20,5.088405564
30,12,0.746506697
20,2,0.020943673
38,10,0.616396439
17,19,0.330148507
30,17,0.58276467
14,17,3.268928393
41,18,0.12359576
39,9,0.826896834
35,20,1.493996933
34,19,0.512048837
29,5,0.262405198
10,18,0.416811286
34,13,0.870347207
50,15,0.386091776
6,2,0.28894977
17,1,0.024468288
9,10,0.82484854
4,5,1.116656659
7,19,4.410506016
19,11,0.333621629
36,4,0.040105725
11,5,0.31695891
24,2,0.159474203
48,11,0.103417792
46,18,0.608976699
2,2,3.697893472
5,10,4.782801954
10,1,0.376623272
50,5,0.110920557
16,7,0.68366912
15,20,3.782481085
37,5,0.22615365
39,6,0.047028863
50,18,0.763405482
35,7,0.071176695
4,6,4.210879216
27,18,0.43189565
4,15,3.534245982
15,4,0.20421189
24,16,0.229173282
9,12,1.184567198
8,1,0.213358146
16,9,1.715873747
28,10,1.274561704
45,10,0.176364669
31,11,1.195476665
14,3,0.217791611
20,9,1.105763357
13,4,0.07064313
21,11,1.408184911
38,11,1.019699411
35,6,0.213656122
19,10,0.447357606
48,11,0.090629993
15,9,0.230957734
3,9,6.181200627
12,17,2.685163146
2,7,8.723451254
3,8,4.273190478
8,19,1.504021478
39,15,0.188796957
20,12,0.88944547
26,18,0.244827919
50,12,0.332763952
23,7,0.258270906
19,4,0.067798641
8,10,0.437929309
47,11,0.255279173
39,2,0.151820624
18,9,0.790447029
21,17,2.414816966
41,2,0.077284552
46,13,0.262470123
42,20,0.708602783
11,19,1.916251019
5,12,3.186926782
31,20,1.776490517
30,18,0.873416438
17,8,0.586215499
39,6,0.36636684
2,14,11.45839269
13,12,1.660411427
19,20,1.590764651
28,18,1.608003899
21,11,0.354979478
42,10,0.049447437
33,11,0.190258071
5,1,0.083631344
23,13,0.818017867
20,16,1.21995815
29,4,0.114174043
3,13,1.302917367
29,17,1.434546053
18,16,1.361347817
28,8,0.504097689
33,2,0.007370893
35,6,0.099599946
10,17,3.629777338
47,3,0.008065074
23,18,0.246829674
43,10,0.195757676
14,13,0.499445292
3,17,14.28439968
19,13,1.105315086
21,4,0.052121877
34,9,1.149379799
36,9,0.62018326
14,9,1.076271098
29,19,0.801106643
22,8,0.29486694
49,2,0.111559609
34,16,0.961446983
32,20,2.680530858
17,9,0.357722901
19,6,0.071364097
27,15,0.206256604
22,2,0.076956429
36,17,0.405242964
48,4,0.193702761
22,7,0.44541344
41,15,0.085384936
5,16,5.978547576
13,2,0.043154807
33,18,1.178821381
17,14,2.005769156
12,7,0.876659368
23,9,1.206285417
15,12,1.641297556
44,13,0.542732347
27,4,0.109458292
37,19,0.722175398
12,17,3.572328744
47,16,0.300942071
6,13,4.61583972
39,18,0.367390086
26,9,0.087534743
26,17,0.305050426
35,8,0.296535808
19,20,2.955109088
33,9,0.69890163
14,15,2.230966014
41,14,0.111017143
16,17,0.737369421
20,17,0.39942961
20,7,0.106728462
30,6,0.325476141
42,9,0.186163382
4,11,3.319611568
32,19,1.107563907
28,7,0.40662816
13,16,0.332210994
33,1,0.025103935
5,3,0.891774483
13,20,4.484790851
4,8,2.83554437
42,10,0.471529172
3,7,3.567260034
4,3,2.394416753
39,18,1.095434915
21,15,1.843909211
23,6,1.047297778
13,16,2.540198487
11,16,6.352340713
25,10,0.194182227
45,10,0.342950032
31,8,0.427651329
40,12,0.323037244
31,14,0.997459561
37,17,1.079896676
35,11,0.166919148
49,19,0.977430894
27,10,0.299185584
25,10,0.144322999
14,4,0.481151982
12,20,4.433004599
46,13,0.112227849
9,4,1.420609683
3,5,3.101313608
8,3,0.543094616
47,17,0.79363655
41,8,0.598884307
40,12,0.118646159
20,13,1.366940025
6,13,3.36034605
24,14,0.149456868
42,6,0.371187394
12,9,0.731109322
50,1,0.110534715
46,6,0.135421295
38,19,0.507312431
17,8,0.224058861
18,17,0.786885531
43,15,0.181519737
39,1,0.017140252
39,3,0.042320431
16,13,2.295583203
26,2,0.283575249
10,6,0.685846996
4,16,2.191138301
44,19,0.828857582
5,2,0.909692142
12,16,0.676926301
40,2,0.138181477
21,15,0.535413192
40,17,0.936256803
36,10,0.331704352
40,10,0.118650443
2,2,1.461445219
14,12,1.368330799
32,13,0.32228607
39,13,0.425768506
9,19,1.007675572
19,18,1.326703848
3,7,3.604680554
3,9,0.967319455
35,1,0.005206683
47,2,0.104367956
32,17,0.767088568
8,7,3.747584396
13,9,1.917882401
17,8,0.796994928
14,3,0.089249369
36,16,0.121574509
29,2,0.016358521
36,2,0.088159233
29,6,0.38014697
33,2,0.177578255
47,11,0.427778435
46,6,0.138167818
14,14,0.831522271
45,17,0.560522418
47,3,0.036439812
12,17,1.627173011
11,19,1.041363297
15,1,0.011440354
14,19,2.251262041
14,11,1.583175212
22,18,1.344313344
32,7,0.394449384
29,11,0.404191497
13,1,0.063425354
9,16,1.037168447
12,9,0.798301888
13,6,0.566265928
3,16,10.35157431
4,6,3.136792818
